event_id,date,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_blogs,num_news,num_reviews,discovery,familiarity,hotness,num_years_active
9520544,2016-10-28T20:00:00-0500,Lila Downs and Mariachi Los Camperos,Auditorium Theatre,113.42,251.0,17,67.0,Chicago,IL,Ticketmaster,40.0,0,16573,229,235,49,24,0.4280435557484642,0.606744,0.605558,26
9527346,2016-05-28T18:00:00-0500,Beyonce,Soldier Field,66.22,69696.9,4275,14266.0,Chicago,IL,Ticketmaster,45.0,0,553938,76,43910,10774,117,0.3225625410058664,0.848403,0.795543,13
9527667,2016-07-20T19:30:00-0500,Alabama Shakes,Aragon Ballroom,95.72,1111.0,69,246.0,Chicago,IL,Ticketmaster,50.0,0,4601908,129,4281,1373,61,0.5166021324493136,0.629098,0.758833,7
9527889,2016-07-19T19:30:00-0500,Alabama Shakes,Civic Opera House Chicago,85.09,9999.0,284,666.0,Chicago,IL,Ticketmaster,42.0,0,4601908,128,4281,1373,61,0.5166021324493136,0.629098,0.758833,7
9528587,2016-04-29T20:00:00-0500,Generation Axe,Copernicus Center,102.79,198.1,8,36.0,Chicago,IL,Ticketfly,43.0,0,404702,47,2387,377,27,0.320211292131922,0.742925,0.58741,38
9530467,2016-04-30T19:30:00-0500,Bane,Beat Kitchen,90.74,72.47,2,10.0,Chicago,IL,Ticketfly,20.0,1,456837,48,171,15,7,0.4283371667090937,0.536351,0.542692,21
9532360,2016-05-08T20:00:00-0500,Zhu,Concord Music Hall,61.49,149.01,44,245.0,Chicago,IL,Club Tix,30.0,0,1183857,56,1959,48,0,0.604552420651678,0.559962,0.793894,2
9532456,2016-03-18T22:00:00-0500,Richie Hawtin,Spybar Chicago,94.54,99.0,5,8.0,Chicago,IL,Ticketfly,20.0,0,146504,5,4221,767,37,0.34439190868896713,0.696493,0.572638,26
9533072,2016-04-08T21:00:00-0500,DJ Snake,Aragon Ballroom,63.85,215.95,50,220.0,Chicago,IL,Ticketmaster,33.0,0,297319,26,2370,210,0,0.5787100973954252,0.612088,0.825988,7
9534011,2016-07-16T20:00:00-0500,Yo Gotti,Chicago Theatre,300.25,250.0,1,8.0,Chicago,IL,Ticketmaster,10.0,0,385292,125,5319,391,9,0.4089576877080083,0.707103,0.694668,16
9535506,2016-04-23T20:00:00-0500,Anthony Hamilton,Arie Crown Theater,73.3,424.68,23,97.0,Chicago,IL,Ticketmaster,35.5,0,553161,41,1340,160,41,0.35995604537460985,0.684204,0.584311,21
9537666,2016-05-16T19:30:00-0500,Cyndi Lauper,Chicago Theatre,98.79,399.0,70,236.0,Chicago,IL,Ticketmaster,40.0,0,362622,64,3215,551,38,0.475769856233892,0.751473,0.890075,36
9539428,2016-05-18T19:30:00-0500,Harry Connick Jr.,Chicago Theatre,140.95,420.0,36,136.0,Chicago,IL,Ticketmaster,49.0,0,186299,66,755,373,54,0.4228916346571497,0.674072,0.673365,39
9539538,2016-05-14T19:30:00-0500,American Authors,Subterranean,68.97,70.55,8,18.0,Chicago,IL,Ticketfly,20.0,0,5677419,62,460,96,1,0.4874937074711438,0.540616,0.621606,10
9352318,2016-07-15T20:00:00-0500,Janet Jackson,American Airlines Center,39.49,6985.29,252,848.0,Dallas,TX,Ticketmaster,35.5,0,410449,124,6824.0,4132.0,59.0,0.360137344925,0.795111,0.752127,43.0
9408920,2016-06-18T19:30:00-0500,Selena Gomez,American Airlines Center,59.14,5588.24,516,1728.0,Dallas,TX,Ticketmaster,35.5,0,1059348,97,9475.0,2202.0,7.0,0.43994761271000005,0.770825,0.8623209999999999,8.0
9420338,2016-03-24T20:00:00-0500,Big Head Todd and The Monsters,House of Blues Dallas,56.78,180.0,23,102.0,Dallas,TX,Live Nation,17.0,0,506841,11,245.0,96.0,14.0,0.419481389261,0.5321600000000001,0.528157,30.0
9431388,2016-04-11T20:00:00-0500,Savages,Trees,59.12,73.0,6,38.0,Dallas,TX,Official artist website,22.0,0,242996,29,13.0,5.0,56.0,0.5766377255390001,0.340308,0.602402,6.0
9434940,2016-04-26T19:30:00-0500,Bonnie Raitt,AT&T Performing Arts Center - Winspear Opera House,147.05,425.0,15,36.0,Dallas,TX,Venue,59.5,0,135398,44,2255.0,721.0,66.0,0.31606280768,0.7288680000000001,0.562017,45.0
9440713,2016-03-25T20:00:00-0500,Anders Osborne,Gas Monkey Bar N Grill,41.44,33.0,1,4.0,Dallas,TX,Ticketfly,5.0,0,464387,12,404.0,620.0,13.0,0.421669995696,0.499201,0.505894,27.0
9443415,2016-03-24T19:30:00-0500,Finish Ticket,Cambridge Room at House of Blues Dallas,60.32,55.86,2,12.0,Dallas,TX,Live Nation,17.0,0,506841,11,245.0,96.0,14.0,0.419481389261,0.5321600000000001,0.528157,30.0
9445385,2016-04-10T19:30:00-0500,Justin Bieber,American Airlines Center,268.0,13970.59,253,683.0,Dallas,TX,Ticketmaster,50.5,0,2596951,28,30707.0,11724.0,108.0,0.376889194168,0.8429909999999999,0.91195,8.0
9452595,2016-03-29T20:00:00-0500,Daughter,Trees,44.04,1111.0,20,85.0,Dallas,TX,Ticketfly,20.0,0,201667,16,4497.0,397.0,27.0,0.484888303178,0.61957,0.700804,6.0
9453420,2016-05-17T20:00:00-0500,Primal Fear,Trees,76.49,73.0,3,21.0,Dallas,TX,Ticketfly,27.5,0,352176,65,540.0,70.0,18.0,0.423157012982,0.592302,0.584715,19.0
9462065,2016-03-14T20:00:00-0500,Wolfmother,Granada Theater Dallas,40.26,88.89,9,39.0,Dallas,TX,Ticketfly,25.0,0,192603,1,1986.0,276.0,44.0,0.356522374185,0.676873,0.5706939999999999,12.0
9466092,2016-03-26T19:30:00-0500,Logic,Bomb Factory,67.2,1111.0,54,269.0,Dallas,TX,Ticketfly,27.0,0,614453,13,404.0,24.0,14.0,0.529339052457,0.607143,0.749355,14.0
9468980,2016-03-30T20:00:00-0500,The Melvins and Napalm Death,Trees,59.42,96.0,6,39.0,Dallas,TX,Ticketfly,25.0,0,191492,17,3087.0,696.0,49.0,0.321224578601,0.720146,0.560625,35.0
9472752,2016-05-15T19:00:00-0500,The Cure,American Airlines Center,55.6,6985.29,618,1963.0,Dallas,TX,Ticketmaster,30.0,0,474439,63,4643.0,620.0,220.0,0.29966405915399996,0.82889,0.691735,40.0
9472842,2016-04-16T19:30:00-0500,Stick Figure,Gas Monkey Bar N Grill,41.44,44.0,2,5.0,Dallas,TX,Ticketfly,16.0,0,514431,34,88.0,0.0,3.0,0.519073696431,0.25569899999999995,0.542266,26.0
9474276,2016-04-19T19:00:00-0500,Duran Duran,American Airlines Center,106.91,6053.92,223,900.0,Dallas,TX,Ticketmaster,29.95,0,427500,37,4576.0,914.0,102.0,0.342778130151,0.78713,0.700625,38.0
9475589,2016-04-14T20:00:00-0500,Ben Folds,Majestic Theatre Dallas,67.4,444.44,33,77.0,Dallas,TX,Ticketmaster,29.5,0,125822,32,2573.0,342.0,136.0,0.326882409594,0.7258359999999999,0.5774630000000001,15.0
9478463,2016-11-01T19:30:00-0500,Adele,American Airlines Center,345.02,10000.0,432,1183.0,Dallas,TX,Ticketmaster,39.95,0,537914,233,20776.0,6557.0,131.0,0.390586661495,0.8399770000000001,0.9353370000000001,10.0
9478464,2016-11-02T19:30:00-0500,Adele,American Airlines Center,346.27,10000.0,437,1281.0,Dallas,TX,Ticketmaster,39.95,0,537914,234,20776.0,6557.0,131.0,0.390586661495,0.8399770000000001,0.9353370000000001,10.0
9483213,2016-04-10T19:30:00-0500,Kirk Franklin,Majestic Theatre Dallas,63.86,275.0,10,30.0,Dallas,TX,Ticketmaster,40.0,0,115247,28,910.0,240.0,16.0,0.437473624486,0.686792,0.713703,24.0
9501319,2016-04-08T20:00:00-0500,M83,Bomb Factory,47.34,149.0,40,173.0,Dallas,TX,Ticketfly,36.0,0,525418,26,5612.0,390.0,135.0,0.40407955450599997,0.744452,0.7438359999999999,15.0
9501810,2016-04-20T19:30:00-0500,Say Anything,Gas Monkey Bar N Grill,48.5,73.0,11,62.0,Dallas,TX,Ticketfly,19.0,0,235557,38,1222.0,227.0,57.0,0.34622067063600004,0.671825,0.548964,16.0
9501832,2016-04-09T20:00:00-0500,Beach House,Bomb Factory,37.9,109.0,22,107.0,Dallas,TX,Ticketfly,30.0,0,273059,27,10212.0,4223.0,139.0,0.41976704678099996,0.703756,0.708198,12.0
9501939,2016-10-14T19:00:00-0500,Keith Urban,American Airlines Center,72.52,5000.0,451,1507.0,Dallas,TX,Ticketmaster,29.75,0,553707,215,3772.0,3368.0,35.0,0.41694696061700004,0.7512270000000001,0.779582,26.0
9506647,2016-06-18T20:30:00-0500,The Avett Brothers,Gexa Energy Pavilion,72.12,510.0,134,525.0,Dallas,TX,Live Nation,35.0,0,348455,97,2884.0,1242.0,72.0,0.36970361473499996,0.678902,0.594076,16.0
9507615,2016-05-02T19:00:00-0500,Boyce Avenue,House of Blues Dallas,44.78,150.0,20,84.0,Dallas,TX,Live Nation,22.5,0,608550,50,228.0,37.0,0.0,0.42800203626,0.610056,0.608825,12.0
9509411,2016-05-14T21:00:00-0500,J Boog,Gas Monkey Bar N Grill,33.17,90.0,10,58.0,Dallas,TX,Ticketfly,16.0,0,1077783,62,204.0,10.0,0.0,0.485629214297,0.46267299999999995,0.553162,10.0
9511759,2016-05-05T20:30:00-0500,Flatbush Zombies,South SIde Music Hall,57.35,64.98,5,24.0,Dallas,TX,Ticketfly,25.0,0,5081903,53,1739.0,234.0,2.0,0.467464414898,0.521325,0.579203,6.0
9512377,2016-05-12T18:30:00-0500,FILTER with Orgy and Vampires Everywhere,Gas Monkey Bar N Grill,54.41,73.0,7,38.0,Dallas,TX,Ticketfly,22.0,0,188715,60,1065.0,318.0,18.0,0.38748809589,0.623617,0.56388,23.0
9513439,2016-05-06T21:00:00-0500,Wild Belle,Cambridge Room at House of Blues Dallas,30.82,75.0,6,30.0,Dallas,TX,Ticketmaster,15.0,0,4828533,54,990.0,200.0,12.0,0.47315693711499995,0.517425,0.582906,5.0
9514693,2016-04-18T18:30:00-0500,The Smashing Pumpkins,Majestic Theatre Dallas,96.9,535.54,69,173.0,Dallas,TX,AXS,45.0,0,233074,36,7149.0,1605.0,210.0,0.316458833372,0.814701,0.6990529999999999,28.0
9515820,2016-05-12T21:00:00-0500,Disclosure,Bomb Factory,68.57,506.0,61,248.0,Dallas,TX,Ticketfly,39.5,0,771160,60,15806.0,2825.0,37.0,0.532643510103,0.6688649999999999,0.8399049999999999,6.0
9517086,2016-03-20T20:00:00-0500,Moon Taxi,Gas Monkey Bar N Grill,50.87,72.96,3,16.0,Dallas,TX,Ticketfly,20.0,0,466296,7,334.0,263.0,4.0,0.449023271939,0.509505,0.5468109999999999,10.0
9519289,2016-05-20T20:00:00-0500,Lucius,Trees,43.78,110.0,7,43.0,Dallas,TX,Ticketfly,17.0,0,598452,68,1429.0,280.0,8.0,0.443801339216,0.534077,0.560377,5.0
9519785,2016-05-22T20:00:00-0500,The Lumineers,Bomb Factory,89.5,1111.0,89,352.0,Dallas,TX,Ticketfly,30.0,0,2827981,70,2789.0,1049.0,11.0,0.49801080581100005,0.6075119999999999,0.705435,14.0
9520444,2016-03-31T20:00:00-0500,Jaheim,Music Hall at Fair Park,118.53,250.0,8,22.0,Dallas,TX,Ticketmaster,59.5,0,124334,18,433.0,33.0,28.0,0.408461938318,0.596795,0.568526,20.0
9520672,2016-09-18T20:00:00-0500,Leon Bridges,Music Hall at Fair Park,89.03,1111.0,171,556.0,Dallas,TX,Ticketmaster,39.5,0,8205063,189,2.0,0.0,7.0,0.411347903697,0.087578,0.429727,6.0
9521973,2016-10-02T20:00:00-0500,Mana,American Airlines Center,84.38,1500.0,330,1451.0,Dallas,TX,Ticketmaster,46.0,0,106220,203,444.0,75.0,2.0,0.519247613959,0.6283569999999999,0.7617510000000001,30.0
9522703,2016-05-05T20:00:00-0500,Gipsy Kings,Bomb Factory,173.6,160.0,3,17.0,Dallas,TX,Ticketfly,39.5,0,178419,53,360.0,67.0,9.0,0.38938119849200004,0.629954,0.5728,38.0
9527937,2016-04-29T20:00:00-0500,Highly Suspect,Club Dada,68.58,66.0,4,13.0,Dallas,TX,Ticketfly,15.0,0,3790131,47,144.0,19.0,0.0,0.5020489261600001,0.44677799999999995,0.559321,7.0
9528215,2016-03-29T20:00:00-0500,Ludacris,Bomb Factory,58.86,224.24,56,194.0,Dallas,TX,Ticketfly,35.0,0,338645,16,10797.0,1827.0,76.0,0.30444475132,0.786717,0.621592,19.0
9528585,2016-04-17T20:00:00-0500,Generation Axe,Bomb Factory,236.14,199.0,3,23.0,Dallas,TX,Ticketfly,35.0,0,404702,35,2387.0,377.0,27.0,0.320211292132,0.742925,0.58741,38.0
9529750,2016-05-23T20:00:00-0500,Kaleo,Cambridge Room at House of Blues Dallas,60.2,150.0,12,68.0,Dallas,TX,Ticketmaster,16.0,0,66144,71,136.0,31.0,0.0,0.636024024195,0.405642,0.669579,4.0
9530474,2016-06-22T20:00:00-0500,Steely Dan and Steve Winwood,American Airlines Center,70.24,2222.0,250,973.0,Dallas,TX,Ticketmaster,29.5,0,87233,101,3233.0,586.0,77.0,0.328317222974,0.749157,0.610928,44.0
9531550,2016-06-03T20:00:00-0500,Whitesnake,Bomb Factory,82.53,200.0,16,83.0,Dallas,TX,Ticketfly,42.5,0,505217,82,3058.0,592.0,36.0,0.348258306921,0.7304609999999999,0.6214149999999999,38.0
9531640,2016-03-19T20:00:00-0500,Banners,Cambridge Room at House of Blues Dallas,31.41,45.0,4,24.0,Dallas,TX,Ticketmaster,15.0,0,5401363,6,514.0,56.0,10.0,0.431545196344,0.475968,0.500848,11.0
9531654,2016-04-05T20:00:00-0500,Candlebox,Trees,61.5,59.0,4,20.0,Dallas,TX,Ticketfly,21.0,0,238974,23,312.0,74.0,7.0,0.402213728961,0.620108,0.581843,26.0
9531835,2016-05-06T20:00:00-0500,Migos,South SIde Music Hall,66.22,100.0,2,5.0,Dallas,TX,Ticketfly,30.0,0,7222459,54,4464.0,432.0,9.0,0.43545863919699995,0.615591,0.625171,7.0
9536471,2016-05-16T20:00:00-0500,Mayer Hawthorne,Granada Theater Dallas,104.56,86.51,2,12.0,Dallas,TX,Ticketfly,29.85,0,5613613,64,3464.0,325.0,35.0,0.395913455674,0.581639,0.537822,8.0
9537265,2016-04-22T20:00:00-0500,Tony Bennett,McFarlin Auditorium,156.36,594.99,19,60.0,Dallas,TX,AXS,78.0,0,500873,40,2589.0,1061.0,110.0,0.40472457646300003,0.719022,0.704681,67.0
9537492,2016-04-27T19:30:00-0500,Enter Shikari,Gas Monkey Bar N Grill,41.44,33.0,1,4.0,Dallas,TX,Ticketfly,16.0,0,16773,45,1227.0,658.0,50.0,0.37561429036399996,0.665762,0.588897,17.0
9537503,2016-05-07T20:00:00-0500,Sturgill Simpson,Bomb Factory,78.02,299.0,38,189.0,Dallas,TX,Ticketfly,35.0,0,6140284,55,829.0,188.0,14.0,0.449386286724,0.546937,0.578508,12.0
9539543,2016-04-09T20:00:00-0500,American Authors,Trees,66.22,56.0,3,16.0,Dallas,TX,Ticketfly,20.0,0,5677419,27,460.0,96.0,1.0,0.487493707471,0.540616,0.621606,10.0
9364262,2016-04-05T20:00:00-0600,Gary Clark Jr,Ogden Theatre,86.24,168.16,19,96.0,Denver,CO,AXS,36.0,0,309236,23,250,87,29,0.4827859226360769,0.540779,0.615754,20
9369374,2016-03-22T20:00:00-0600,Il Volo,Paramount Theatre Denver,73.69,184.18,5,27.0,Denver,CO,AXS,49.5,0,187568,9,448,32,0,0.5677982219155948,0.537295,0.720403,6
9383212,2016-04-03T19:30:00-0600,Underoath,Ogden Theatre,63.32,1111.0,27,146.0,Denver,CO,Songkick Tickets,34.0,0,2357960,21,1119,370,35,0.3353599339033329,0.703068,0.565007,19
9397983,2016-04-23T20:00:00-0600,2Cellos,Buell Theatre,209.0,349.0,5,17.0,Denver,CO,AXS,35.0,0,4392693,41,61,16,3,0.6179064359716506,0.464438,0.705579,5
9424081,2016-04-06T20:00:00-0600,Gary Clark Jr,Ogden Theatre,94.26,199.99,16,70.0,Denver,CO,AXS,36.0,0,309236,24,250,87,29,0.4827859226360769,0.540779,0.615754,20
9449990,2016-03-17T20:00:00-0600,Jose Gonzalez,Paramount Theatre Denver,96.11,145.0,6,27.0,Denver,CO,AXS,30.75,0,542593,4,2591,235,70,0.38669393233250904,0.664884,0.605287,13
9461815,2016-05-20T20:00:00-0600,The Used,Ogden Theatre,63.86,99.0,20,112.0,Denver,CO,Songkick Tickets,39.0,0,162392,68,1608,488,41,0.3718366534151545,0.719639,0.648262,15
9461816,2016-05-21T20:00:00-0600,The Used,Ogden Theatre,54.42,99.0,25,136.0,Denver,CO,Songkick Tickets,39.0,0,162392,69,1608,488,41,0.3718366534151545,0.719639,0.648262,15
9462084,2016-05-25T20:00:00-0600,Prong,Bluebird Theater,47.32,75.0,8,36.0,Denver,CO,AXS,13.0,0,149100,73,1110,289,14,0.40972813200151115,0.61652,0.589147,30
9462087,2016-05-06T20:00:00-0600,Primal Fear,Bluebird Theater,60.32,77.52,5,23.0,Denver,CO,Songkick Tickets,44.0,0,5619103,54,120,40,2,0.46012108000217367,0.416053,0.491345,5
9462090,2016-04-14T20:00:00-0600,Wolf Alice,Bluebird Theater,49.68,67.0,7,39.0,Denver,CO,Songkick Tickets,25.75,0,4126816,32,1972,135,8,0.4632107627599085,0.559526,0.607877,6
9462376,2016-04-13T20:00:00-0600,St Germain,Ogden Theatre,61.5,119.0,11,56.0,Denver,CO,Songkick Tickets,52.0,0,521797,31,1054,40,18,0.43107805291783624,0.619458,0.622915,21
9462673,2016-03-23T19:00:00-0600,They Might Be Giants,Ogden Theatre,49.0,79.0,10,39.0,Denver,CO,Songkick Tickets,35.5,0,242200,10,2083,231,167,0.3685639791426707,0.70152,0.619015,34
9462887,2016-03-27T18:00:00-0600,Tonight Alive,Marquis Theater Denver,69.74,57.0,2,10.0,Denver,CO,Ticketweb,20.0,0,3317791,14,591,322,17,0.4416641124086622,0.556738,0.577124,8
9468257,2016-05-24T20:00:00-0600,Nada Surf,Bluebird Theater,73.28,85.0,7,31.0,Denver,CO,Songkick Tickets,36.0,0,172227,72,1992,228,92,0.39048458103611905,0.678747,0.627284,24
9469724,2016-04-27T20:00:00-0600,The Melvins and Napalm Death,Ogden Theatre,72.1,96.0,7,35.0,Denver,CO,Songkick Tickets,30.25,0,191492,45,3087,696,49,0.32122457860102305,0.720146,0.560625,35
9471109,2016-04-16T20:00:00-0600,Cloud Cult,Bluebird Theater,60.3,51.3,5,23.0,Denver,CO,AXS,20.0,0,307496,34,646,65,33,0.4393689129889842,0.539263,0.559104,21
9478644,2016-03-23T19:00:00-0600,Brian Fallon,Summit Music Hall,47.33,69.54,9,39.0,Denver,CO,Ticketfly,22.5,0,2373782,10,608,169,0,0.45310435791129133,0.445813,0.504117,19
9483190,2016-06-17T20:30:00-0600,Blue October,Ogden Theatre,49.68,200.0,16,70.0,Denver,CO,Songkick Tickets,39.0,0,500273,96,292,33,24,0.4344212483414914,0.607631,0.615481,21
9484128,2016-04-02T19:30:00-0600,X Ambassadors,Ogden Theatre,96.9,199.99,10,36.0,Denver,CO,Songkick Tickets,29.75,0,6664009,20,538,86,0,0.6313915450781337,0.546165,0.811859,7
9485367,2016-05-03T19:30:00-0600,Dream Theater,Paramount Theatre Denver,76.05,175.0,11,38.0,Denver,CO,Altitude tickets,35.0,0,8765,51,5628,1208,59,0.3135624170758772,0.802322,0.668145,31
9491761,2016-03-14T17:30:00-0600,Between the Buried and Me & August Burns Red,Summit Music Hall,58.21,69.0,7,33.0,Denver,CO,Ticketfly,29.0,0,468456,1,1514,582,47,0.3747451384940898,0.717176,0.649955,13
9494655,2016-03-24T20:00:00-0600,White Denim,Bluebird Theater,62.66,55.86,5,21.0,Denver,CO,Songkick Tickets,27.75,0,589804,11,2714,436,90,0.4200359893162661,0.539433,0.534639,10
9499933,2016-03-19T20:00:00-0600,Intronaut,Bluebird Theater,52.04,75.0,5,23.0,Denver,CO,Songkick Tickets,19.75,0,541095,6,1117,276,21,0.4195243964447594,0.551931,0.54418,12
9499934,2016-04-04T20:00:00-0600,Ra Ra Riot,Bluebird Theater,61.48,52.44,5,23.0,Denver,CO,Songkick Tickets,25.75,0,320682,22,3555,419,52,0.45214736011687917,0.596959,0.629498,10
9499935,2016-06-10T21:00:00-0600,Dale Watson,Bluebird Theater,67.38,56.0,5,23.0,Denver,CO,Songkick Tickets,27.75,0,228639,89,277,55,19,0.3950996767472072,0.538887,0.502487,40
9500522,2016-04-09T20:00:00-0600,Father John Misty,Ellie Caulkins Opera House,54.88,150.0,77,265.0,Denver,CO,AXS,31.5,1,5113323,27,3878,690,74,0.48425601569153426,0.602427,0.680239,12
9501136,2016-05-12T20:00:00-0600,Tori Kelly,Ogden Theatre,50.87,199.0,53,216.0,Denver,CO,Songkick Tickets,41.5,0,1054791,60,478,132,1,0.5592085250706607,0.580404,0.758162,12
9501815,2016-05-03T18:30:00-0600,Say Anything,Summit Music Hall,44.97,68.0,11,50.0,Denver,CO,Ticketfly,18.5,0,235557,51,1222,227,57,0.3462206706357281,0.671825,0.548964,16
9501875,2016-03-29T20:00:00-0600,Tinashe,Ogden Theatre,44.98,200.0,17,78.0,Denver,CO,Songkick Tickets,34.0,0,2020878,16,272,13,15,0.5093396168110091,0.362612,0.532097,6
9503501,2016-04-03T18:00:00-0600,We The Kings,Marquis Theater Denver,85.1,70.0,1,2.0,Denver,CO,Ticketfly,25.0,0,569961,21,540,192,17,0.4607069399494347,0.581727,0.625927,11
9507112,2016-05-04T20:00:00-0600,The Slackers,Bluebird Theater,55.58,54.0,5,21.0,Denver,CO,Songkick Tickets,22.75,0,50545,52,271,45,29,0.40679645724677055,0.572777,0.54494,25
9507113,2016-05-12T20:00:00-0600,Tortoise,Bluebird Theater,41.44,63.84,6,21.0,Denver,CO,Songkick Tickets,34.0,0,136413,60,952,176,133,0.36631323660735626,0.652319,0.560436,26
9507130,2016-05-10T20:00:00-0600,Explosions in the Sky,Ogden Theatre,60.31,1112.0,15,68.0,Denver,CO,Songkick Tickets,39.0,0,561284,58,3792,598,126,0.3590550273999964,0.706398,0.609026,17
9507188,2016-07-09T20:00:00-0600,Dragged Into Sunlight,Bluebird Theater,54.94,74.0,5,21.0,Denver,CO,Songkick Tickets,20.75,0,1283225,118,155,43,10,0.4280773356096748,0.443226,0.474566,10
9507991,2016-03-29T20:00:00-0600,Shannon and the Clams,Bluebird Theater,32.0,51.3,6,21.0,Denver,CO,Songkick Tickets,22.75,0,664502,16,679,57,7,0.4276389033024372,0.464327,0.488239,7
9507992,2016-03-31T21:00:00-0600,Dopapod,Bluebird Theater,70.92,59.28,5,19.0,Denver,CO,Songkick Tickets,27.75,0,2254512,18,162,329,4,0.4883350824816512,0.418461,0.523198,9
9507993,2016-04-01T21:00:00-0600,Dopapod,Bluebird Theater,70.92,59.28,5,19.0,Denver,CO,Songkick Tickets,27.75,0,2254512,19,162,329,4,0.4883350824816512,0.418461,0.523198,9
9507994,2016-04-02T21:00:00-0600,Dopapod,Bluebird Theater,70.92,83.0,6,26.0,Denver,CO,Songkick Tickets,27.75,0,2254512,20,162,329,4,0.4883350824816512,0.418461,0.523198,9
9507995,2016-04-05T20:00:00-0600,Lissie,Bluebird Theater,64.36,80.0,5,25.0,Denver,CO,Songkick Tickets,27.75,0,582389,23,1133,222,29,0.43737386288348623,0.564642,0.578523,10
9507998,2016-04-12T20:00:00-0600,Lucinda Williams,Bluebird Theater,86.26,91.2,5,19.0,Denver,CO,Songkick Tickets,57.0,0,245404,30,2310,672,134,0.33087072033254206,0.707809,0.562838,38
9507999,2016-04-13T20:00:00-0600,Lucinda Williams,Bluebird Theater,82.72,91.2,6,25.0,Denver,CO,Songkick Tickets,57.0,0,245404,31,2310,672,134,0.33087072033254206,0.707809,0.562838,38
9508001,2016-04-15T21:00:00-0600,Bombino,Bluebird Theater,70.92,60.42,6,26.0,Denver,CO,Songkick Tickets,27.75,0,4083611,33,642,169,14,0.48288794050149453,0.4959,0.576593,16
9508094,2016-04-07T20:00:00-0600,Pete Yorn,Ogden Theatre,67.4,105.0,10,57.0,Denver,CO,Songkick Tickets,39.5,0,2030465,25,752,132,58,0.37327171340775345,0.614141,0.534594,16
9508095,2016-04-11T20:00:00-0600,Parov Stelar,Ogden Theatre,66.52,79.0,7,35.0,Denver,CO,Songkick Tickets,44.0,0,8597639,29,824,15,1,0.5085939366462606,0.593077,0.70365,12
9508097,2016-05-24T20:00:00-0600,Snarky Puppy,Ogden Theatre,63.84,78.0,6,29.0,Denver,CO,Songkick Tickets,35.0,0,29793,72,399,237,4,0.46681691865218,0.515392,0.573385,16
9508129,2016-06-25T19:00:00-0600,Thrice,Summit Music Hall,50.67,150.0,11,48.0,Denver,CO,Ticketfly,22.5,0,498261,104,1657,398,61,0.3454916878799599,0.700826,0.579456,17
9508188,2016-04-10T20:00:00-0600,Father John Misty,Ellie Caulkins Opera House,55.59,400.0,51,248.0,Denver,CO,AXS,31.5,1,5113323,28,3878,690,74,0.48425601569153426,0.602427,0.680239,12
9510345,2016-05-17T20:00:00-0600,Brian Jonestown Massacre,Bluebird Theater,56.72,51.98,5,19.0,Denver,CO,Songkick Tickets,34.0,0,73973,65,999,86,130,0.41623998835332304,0.638522,0.621462,28
9511308,2016-04-29T18:00:00-0600,The Summer Set,Marquis Theater Denver,70.15,62.7,4,15.0,Denver,CO,Ticketfly,17.0,0,912614,47,599,273,8,0.4633104781559828,0.520261,0.573158,9
9511772,2016-04-14T21:00:00-0600,Flatbush Zombies,Cervantes,73.78,73.0,3,20.0,Denver,CO,Ticketfly,25.0,0,5081903,32,1739,234,2,0.4674644148983356,0.521325,0.579203,6
9511777,2016-04-15T21:00:00-0600,Flatbush Zombies,Cervantes,52.98,73.0,4,22.0,Denver,CO,Ticketfly,25.0,0,5081903,33,1739,234,2,0.4674644148983356,0.521325,0.579203,6
9512233,2016-04-02T20:00:00-0600,Iggy Pop,Ellie Caulkins Opera House,97.67,220.0,41,124.0,Denver,CO,AXS,49.95,0,170739,20,1809,412,161,0.33593146785418176,0.741933,0.614867,56
9512680,2016-03-25T21:00:00-0600,Anuhea and Through The Roots,Bluebird Theater,55.6,75.0,4,17.0,Denver,CO,Songkick Tickets,19.75,0,670215,12,103,18,0,0.48547991194567824,0.444477,0.539137,7
9514126,2016-03-24T20:00:00-0600,Santigold,Ogden Theatre,59.12,1000.0,17,74.0,Denver,CO,Songkick Tickets,39.5,0,2385431,11,9078,1313,31,0.38982271897148985,0.663654,0.608805,13
9514127,2016-04-23T21:00:00-0600,Half Moon Run,Ogden Theatre,51.47,70.0,11,60.0,Denver,CO,Songkick Tickets,34.0,0,3878406,41,574,144,10,0.5272049398695468,0.546965,0.678715,6
9514825,2016-03-30T18:30:00-0600,The Smashing Pumpkins,Ellie Caulkins Opera House,91.0,155.0,58,203.0,Denver,CO,AXS,49.5,0,233074,17,7149,1605,210,0.31645883337248104,0.814701,0.699053,28
9516754,2016-04-26T20:00:00-0600,Foals,Ogden Theatre,48.52,129.99,15,71.0,Denver,CO,Songkick Tickets,34.0,0,525043,44,7483,1438,106,0.40054446535619115,0.739295,0.728795,11
9516761,2016-04-20T20:00:00-0600,Randy and Mr Lahey,Summit Music Hall,80.37,70.68,7,26.0,Denver,CO,Ticketfly,20.0,0,154041,38,571,161,6,0.42141883183042367,0.47275,0.486876,24
9516941,2016-03-18T20:00:00-0600,Coleman Hell,Marquis Theater Denver,48.76,39.9,2,18.0,Denver,CO,Ticketfly,10.0,0,6850064,5,191,15,0,0.6709874898038679,0.424503,0.724879,4
